CASE_ENQUIRY_ID,OPEN_DT,CLOSED_DT,CASE_STATUS,CLOSURE_REASON,CASE_TITLE,SUBJECT,REASON,TYPE,QUEUE,Department,Location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,land_usage,LOCATION_STREET_NAME,LOCATION_ZIPCODE,LATITUDE,LONGITUDE,Source,Geocoded_Location
101000822685,04/15/2013 05:30:00 PM,04/17/2013 12:53:00 PM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,25 Millstone Rd  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1820,R1,25 Millstone Rd,02136,42.23368,-71.13375,City Worker App,"(42.23368, -71.13375)"
101000802094,03/12/2013 08:49:00 AM,03/12/2013 11:36:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,102 Sprague St  Hyde Park  MA  02136,,8,5,E18,Hyde Park,10,Ward 18,1820,R1,102 Sprague St,02136,42.23369,-71.13897,City Worker App,"(42.23369, -71.13897)"
101000808228,03/21/2013 07:21:00 AM,03/21/2013 12:06:00 PM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,78 Sprague St  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1820,R1,78 Sprague St,02136,42.23474,-71.13778,City Worker App,"(42.23474, -71.13778)"
101000804678,03/15/2013 08:46:00 AM,03/15/2013 10:40:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,50 Sprague St  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1820,I,50 Sprague St,02136,42.23543,-71.13643,City Worker App,"(42.23543, -71.13643)"
101000804660,03/15/2013 08:34:00 AM,03/15/2013 10:42:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,45 Sprague St  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1820,R1,45 Sprague St,02136,42.236124,-71.137106,City Worker App,"(42.236124, -71.137106)"
101000811028,03/26/2013 08:36:00 AM,03/26/2013 11:20:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,0 Neponset Valley Pkwy  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1820,RL,0 Neponset Valley Pkwy,02136,42.236969,-71.13024,City Worker App,"(42.236969, -71.13024)"
101000811030,03/26/2013 08:39:00 AM,03/26/2013 11:20:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,19 Yuill Cir  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1820,RC,19 Yuill Cir,02136,42.237024,-71.130549,City Worker App,"(42.237024, -71.130549)"
101000811037,03/26/2013 08:42:00 AM,03/26/2013 11:19:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,0 Yuill Cir  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1820,CL,0 Yuill Cir,02136,42.237427,-71.130815,City Worker App,"(42.237427, -71.130815)"
101000811038,03/26/2013 08:43:00 AM,03/26/2013 11:19:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,0 Yuill Cir  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1820,CL,0 Yuill Cir,02136,42.237427,-71.130815,City Worker App,"(42.237427, -71.130815)"
101000811034,03/26/2013 08:42:00 AM,03/26/2013 11:13:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,0 Yuill Cir  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1820,CL,0 Yuill Cir,02136,42.237427,-71.130815,City Worker App,"(42.237427, -71.130815)"
101000804684,03/15/2013 08:49:00 AM,03/15/2013 10:40:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,0 Sprague St  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1820,E,0 Sprague St,02136,42.23874,-71.13459,City Worker App,"(42.23874, -71.13459)"
101000804685,03/15/2013 08:51:00 AM,03/15/2013 10:40:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,0 Sprague St  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1820,E,0 Sprague St,02136,42.23874,-71.13459,City Worker App,"(42.23874, -71.13459)"
101000808242,03/21/2013 07:40:00 AM,03/21/2013 12:05:00 PM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,12 Ernest Ave  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1820,R1,12 Ernest Ave,02136,42.24176,-71.1433,City Worker App,"(42.24176, -71.1433)"
101000811024,03/26/2013 08:30:00 AM,03/26/2013 01:35:00 PM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,0 Readville St  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1820,RL,0 Readville St,02136,42.242205,-71.134249,City Worker App,"(42.242205, -71.134249)"
101000814515,04/01/2013 10:04:00 AM,04/02/2013 02:52:00 PM,Closed,Case Closed Case Resolved done ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 07: South Dorchester,PWDx,INTERSECTION of S Munroe Ter & Train St  Dorchester  MA  ,8,7,3,C11,Dorchester,7,Ward 16,1607,,INTERSECTION S Munroe Ter & Train St,,42.24226,-71.12515,City Worker App,"(42.24226, -71.12515)"
101000814513,04/01/2013 10:02:00 AM,04/01/2013 10:16:00 AM,Closed,Case Closed Case Resolved two of same case ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 07: South Dorchester,PWDx,INTERSECTION of S Munroe Ter & Train St  Dorchester  MA  ,8,7,3,C11,Dorchester,7,Ward 16,1607,,INTERSECTION S Munroe Ter & Train St,,42.24226,-71.12515,City Worker App,"(42.24226, -71.12515)"
101000811068,03/26/2013 09:02:00 AM,03/26/2013 11:18:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,277 Garfield Ave  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1817,E,277 Garfield Ave,02136,42.24242,-71.12105,City Worker App,"(42.24242, -71.12105)"
101000802879,03/13/2013 08:51:00 AM,03/13/2013 08:51:00 AM,Closed,Case Closed ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Murdock St & Sparhawk St  Brighton  MA  ,11,4,9,D14,Allston / Brighton,15,Ward 22,2203,,INTERSECTION Murdock St & Sparhawk St,,42.2429,-71.12527,City Worker App,"(42.2429, -71.12527)"
101000814504,04/01/2013 09:58:00 AM,04/03/2013 07:50:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,25 Woodglen Rd  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1817,E,25 Woodglen Rd,02136,42.24343,-71.12145,City Worker App,"(42.24343, -71.12145)"
101000814507,04/01/2013 10:00:00 AM,04/03/2013 07:50:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,19 Woodglen Rd  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1817,R1,19 Woodglen Rd,02136,42.24374,-71.12172,City Worker App,"(42.24374, -71.12172)"
101000814505,04/01/2013 09:59:00 AM,04/03/2013 07:50:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,19 Woodglen Rd  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1817,R1,19 Woodglen Rd,02136,42.24374,-71.12172,City Worker App,"(42.24374, -71.12172)"
101000811064,03/26/2013 08:59:00 AM,03/26/2013 11:15:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,125 Garfield Ave  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1817,E,125 Garfield Ave,02136,42.24438,-71.11924,City Worker App,"(42.24438, -71.11924)"
101000808251,03/21/2013 07:59:00 AM,03/21/2013 12:05:00 PM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,1724 River St  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1819,R1,1724 River St,02136,42.24477,-71.13622,City Worker App,"(42.24477, -71.13622)"
101000811055,03/26/2013 08:54:00 AM,03/26/2013 11:18:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,99 Garfield Ave  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1817,R2,99 Garfield Ave,02136,42.24537,-71.12015,City Worker App,"(42.24537, -71.12015)"
101000802820,03/13/2013 08:06:00 AM,03/13/2013 10:34:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,6 Robbart Ln  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1816,R1,6 Robbart Ln,02136,42.24635,-71.11338,City Worker App,"(42.24635, -71.11338)"
101000802814,03/13/2013 08:04:00 AM,03/13/2013 10:32:00 AM,Closed,Case Closed Case Resolved done ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,111 Williams Ave  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1817,R1,111 Williams Ave,02136,42.24706,-71.11575,City Worker App,"(42.24706, -71.11575)"
101000802822,03/13/2013 08:09:00 AM,03/13/2013 10:33:00 AM,Closed,Case Closed Case Resolved done ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,106 Williams Ave  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1816,R1,106 Williams Ave,02136,42.247587,-71.115739,City Worker App,"(42.247587, -71.115739)"
101000802285,03/12/2013 10:43:00 AM,03/12/2013 11:34:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,1608 River St  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1819,A,1608 River St,02136,42.24769,-71.13295,City Worker App,"(42.24769, -71.13295)"
101000813792,03/29/2013 03:17:00 PM,03/29/2013 03:17:00 PM,Closed,Case Closed Internal Case Performed by Highway Maintenance crew. ,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 09: East Boston,PWDx,INTERSECTION of Byron St & Homer St  East Boston  MA  ,1,9,1,A7,East Boston,1,Ward 1,111,,INTERSECTION Byron St & Homer St,,42.24785,-71.12833,Employee Generated,"(42.24785, -71.12833)"
101000814520,04/01/2013 10:08:00 AM,04/03/2013 07:50:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,34-36 Prospect St  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1816,R1,34-36 Prospect St,02136,42.247906,-71.111294,City Worker App,"(42.247906, -71.111294)"
101000814533,04/01/2013 10:23:00 AM,04/03/2013 07:48:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,141 Warren Ave  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1816,R1,141 Warren Ave,02136,42.24812,-71.11258,City Worker App,"(42.24812, -71.11258)"
101000811050,03/26/2013 08:49:00 AM,03/26/2013 11:19:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,830 Truman Pkwy  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1818,R1,830 Truman Pkwy,02136,42.248678,-71.123451,City Worker App,"(42.248678, -71.123451)"
101000811051,03/26/2013 08:50:00 AM,03/26/2013 11:18:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,6 Garfield Ave  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1818,R1,6 Garfield Ave,02136,42.24871,-71.12302,City Worker App,"(42.24871, -71.12302)"
101000812740,03/28/2013 09:32:00 AM,03/28/2013 10:21:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,73 Summit St  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1816,R1,73 Summit St,02136,42.24991,-71.11354,City Worker App,"(42.24991, -71.11354)"
101000803083,03/13/2013 11:00:00 AM,03/13/2013 12:36:00 PM,Closed,Case Closed Case Invalid ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,788 Truman Hwy  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1818,R3,788 Truman Hwy,02136,42.24998,-71.122,Constituent Call,"(42.24998, -71.122)"
101000812737,03/28/2013 09:31:00 AM,03/28/2013 10:21:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,69 Summit St  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1816,R1,69 Summit St,02136,42.24999,-71.1134,City Worker App,"(42.24999, -71.1134)"
101000804532,03/14/2013 09:27:00 PM,03/15/2013 10:42:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,19 Senders Ct  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1819,R1,19 Senders Ct,02136,42.25018,-71.14271,City Worker App,"(42.25018, -71.14271)"
101000809018,03/22/2013 07:22:00 AM,03/22/2013 11:37:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,60 Sunnyside St  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1819,R2,60 Sunnyside St,02136,42.25031,-71.13373,City Worker App,"(42.25031, -71.13373)"
101000817313,04/05/2013 08:55:00 AM,04/05/2013 11:49:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,220 Fairmount Ave  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1816,R1,220 Fairmount Ave,02136,42.25037,-71.11565,City Worker App,"(42.25037, -71.11565)"
101000817314,04/05/2013 08:55:00 AM,04/05/2013 11:49:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,220 Fairmount Ave  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1816,R1,220 Fairmount Ave,02136,42.25037,-71.11565,City Worker App,"(42.25037, -71.11565)"
101000809013,03/22/2013 07:14:00 AM,03/22/2013 11:45:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,98 Thompson St  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1819,R1,98 Thompson St,02136,42.25038,-71.13537,City Worker App,"(42.25038, -71.13537)"
101000802051,03/12/2013 08:21:00 AM,03/12/2013 11:37:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,151 Reservation Rd  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,18,1819,R3,151 Reservation Rd,02136,42.250531,-71.129209,City Worker App,"(42.250531, -71.129209)"
101000814263,03/31/2013 05:52:00 PM,04/03/2013 07:51:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,29-30 Fulton St  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1818,R2,29-30 Fulton St,02136,42.250629,-71.123909,Self Service,"(42.250629, -71.123909)"
101000809017,03/22/2013 07:20:00 AM,03/22/2013 11:38:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,50 Sunnyside St  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1819,R2,50 Sunnyside St,02136,42.25064,-71.13341,City Worker App,"(42.25064, -71.13341)"
101000809014,03/22/2013 07:16:00 AM,03/22/2013 11:45:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,73 Thompson St  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1819,R2,73 Thompson St,02136,42.25129,-71.13501,City Worker App,"(42.25129, -71.13501)"
101000802184,03/12/2013 09:46:00 AM,03/12/2013 11:36:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,30 Sunnyside St  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1819,R1,30 Sunnyside St,02136,42.25135,-71.13267,City Worker App,"(42.25135, -71.13267)"
101000802188,03/12/2013 09:47:00 AM,03/12/2013 11:36:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,30 Sunnyside St  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1819,R1,30 Sunnyside St,02136,42.25135,-71.13267,City Worker App,"(42.25135, -71.13267)"
101000808289,03/21/2013 08:28:00 AM,03/21/2013 08:28:00 AM,Closed,Case Closed Internal Case Performed by Highway Maintenance crew. ,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 08: Hyde Park,PWDx,185-187 Fairmount Ave  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1816,R3,185-187 Fairmount Ave,02136,42.25178,-71.11783,Employee Generated,"(42.25178, -71.11783)"
101000802030,03/12/2013 08:08:00 AM,03/12/2013 11:37:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,0 Dana Ave  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1818,E,0 Dana Ave,02136,42.252001,-71.123147,City Worker App,"(42.252001, -71.123147)"
101000802193,03/12/2013 09:50:00 AM,03/13/2013 07:03:00 PM,Closed,Case Closed Case Resolved patch crew filled ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 07: South Dorchester,PWDx,INTERSECTION of Almont St & Walk Hill St  Mattapan  MA  ,8,7,4,B3,Greater Mattapan,9,Ward 14,1408,,INTERSECTION Almont St & Walk Hill St,,42.252149,-71.128792,City Worker App,"(42.252149, -71.128792)"
101000804912,03/15/2013 11:43:00 AM,03/15/2013 11:49:00 AM,Closed,Case Closed Case Invalid ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,703 Truman Hwy  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1818,CL,703 Truman Hwy,02136,42.252245,-71.119102,Citizens Connect App,"(42.252245, -71.119102)"
101000809028,03/22/2013 07:38:00 AM,03/22/2013 11:36:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,42 Joan Rd  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1819,R1,42 Joan Rd,02136,42.25256,-71.14388,City Worker App,"(42.25256, -71.14388)"
101000804952,03/15/2013 12:37:00 PM,03/18/2013 11:51:00 AM,Closed,Case Closed Case Resolved been made safe ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 07: South Dorchester,PWDx,INTERSECTION of Alpha Rd & Waldeck St  Dorchester  MA  ,8,7,4,C11,Dorchester,9,Ward 17,1703,,INTERSECTION Alpha Rd & Waldeck St,,42.25261,-71.1291,Self Service,"(42.25261, -71.1291)"
101000817283,04/05/2013 08:29:00 AM,04/05/2013 11:51:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,43 Dana Ave  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1818,R2,43 Dana Ave,02136,42.25285,-71.12379,City Worker App,"(42.25285, -71.12379)"
101000808699,03/21/2013 01:39:00 PM,03/21/2013 01:39:00 PM,Closed,Case Closed ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,0 Walnut St  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1818,E,0 Walnut St,02136,42.252964,-71.120173,City Worker App,"(42.252964, -71.120173)"
101000804707,03/15/2013 09:03:00 AM,03/15/2013 10:39:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,9 Factory St  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1818,RC,9 Factory St,02136,42.25299,-71.12521,City Worker App,"(42.25299, -71.12521)"
101000804722,03/15/2013 09:08:00 AM,03/15/2013 10:38:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,9 Factory St  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1818,RC,9 Factory St,02136,42.25299,-71.12521,City Worker App,"(42.25299, -71.12521)"
101000817302,04/05/2013 08:49:00 AM,04/05/2013 11:49:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,0 Fairmount Ct  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1818,E,0 Fairmount Ct,02136,42.253234,-71.119255,City Worker App,"(42.253234, -71.119255)"
101000817303,04/05/2013 08:50:00 AM,04/05/2013 11:49:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,0 Fairmount Ct  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1818,E,0 Fairmount Ct,02136,42.253234,-71.119255,City Worker App,"(42.253234, -71.119255)"
101000814530,04/01/2013 10:18:00 AM,04/03/2013 07:49:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,44 Milton Ave  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1816,R1,44 Milton Ave,02136,42.25379,-71.11448,City Worker App,"(42.25379, -71.11448)"
101000814529,04/01/2013 10:17:00 AM,04/03/2013 07:49:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,9 Milton Ter  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1816,R1,9 Milton Ter,02136,42.25385,-71.11326,City Worker App,"(42.25385, -71.11326)"
101000804305,03/14/2013 03:29:00 PM,,Open,,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,BWSC_All Cases,BWSC,INTERSECTION of Clarendon St & Stuart St  Boston  MA  ,4,1C,2,D4,Back Bay,6,Ward 4,402,,INTERSECTION Clarendon St & Stuart St,,42.25396,-71.1401,Constituent Call,"(42.25396, -71.1401)"
101000817170,04/04/2013 06:39:00 PM,04/05/2013 11:51:00 AM,Closed,Case Closed Case Resolved ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,15 Pine St  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1818,R1,15 Pine St,02136,42.25398,-71.1231,Constituent Call,"(42.25398, -71.1231)"
101000812435,03/27/2013 04:48:00 PM,03/28/2013 01:31:00 PM,Closed,Case Closed Case Resolved filled ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,INTERSECTION of Clarendon St & Commonwealth Ave  Boston  MA  ,4,1C,8,D4,Back Bay,14,Ward 5,507,,INTERSECTION Clarendon St & Commonwealth Ave,,42.25416,-71.14277,Citizens Connect App,"(42.25416, -71.14277)"
101000812433,03/27/2013 04:46:00 PM,03/28/2013 01:32:00 PM,Closed,Case Closed Case Resolved pothole filled ,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,INTERSECTION of Clarendon St & Commonwealth Ave  Boston  MA  ,4,1C,8,D4,Back Bay,14,Ward 5,507,,INTERSECTION Clarendon St & Commonwealth Ave,,42.25416,-71.14277,Citizens Connect App,"(42.25416, -71.14277)"
